nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;codigo_emprestimo_numero
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;122;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;122;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;122;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;122;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;122;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;122;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;122;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;122;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;122;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;122;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;123;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;123;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;123;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;123;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;123;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;123;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;123;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;123;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;123;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;123;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;124;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;124;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;124;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;124;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;124;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;124;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;124;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;124;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;124;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;124;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;125;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;125;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;125;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;125;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;125;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;125;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;125;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;125;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;125;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;125;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;126;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;126;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;126;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;126;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;126;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;126;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;126;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;126;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;126;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;126;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;127;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;127;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;127;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;127;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;127;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;127;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;127;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;127;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;127;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;127;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;128;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;128;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;128;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;128;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;128;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;128;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;128;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;128;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;128;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;128;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;129;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;129;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;129;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;129;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;129;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;129;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;129;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;129;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;129;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;129;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;130;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;130;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;130;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;130;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;130;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;130;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;130;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;130;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;130;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;130;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;131;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;131;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;131;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;131;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;131;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;131;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;131;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;131;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;131;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;131;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;132;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;132;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;132;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;132;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;132;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;132;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;132;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;132;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;132;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;132;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;133;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;133;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;133;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;133;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;133;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;133;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;133;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;133;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;133;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;133;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;134;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;134;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;134;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;134;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;134;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;134;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;134;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;134;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;134;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;134;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;135;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;135;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;135;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;135;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;135;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;135;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;135;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;135;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;135;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;135;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;136;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;136;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;136;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;136;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;136;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;136;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;136;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;136;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;136;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;136;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;137;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;137;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;137;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;137;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;137;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;137;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;137;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;137;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;137;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;137;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;138;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;138;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;138;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;138;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;138;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;138;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;138;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;138;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;138;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;138;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;139;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;139;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;139;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;139;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;139;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;139;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;139;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;139;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;139;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;139;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;140;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;140;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;140;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;140;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;140;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;140;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;140;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;140;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;140;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;140;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;141;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;141;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;141;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;141;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;141;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;141;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;141;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;141;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;141;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;141;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;142;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;142;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;142;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;142;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;142;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;142;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;142;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;142;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;142;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;142;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;143;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;143;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;143;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;143;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;143;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;143;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;143;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;143;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;143;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;143;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;144;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;144;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;144;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;144;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;144;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;144;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;144;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;144;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;144;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;144;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;145;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;145;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;145;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;145;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;145;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;145;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;145;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;145;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;145;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;145;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;146;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;146;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;146;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;146;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;146;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;146;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;146;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;146;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;146;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;146;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;147;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;147;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;147;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;147;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;147;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;147;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;147;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;147;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;147;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;147;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;148;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;148;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;148;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;148;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;148;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;148;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;148;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;148;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;148;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;148;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;149;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;149;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;149;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;149;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;149;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;149;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;149;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;149;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;149;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;149;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;150;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;150;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;150;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;150;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;150;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;150;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;150;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;150;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;150;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;150;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;151;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;151;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;151;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;151;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;151;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;151;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;151;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;151;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;151;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;151;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;152;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;152;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;152;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;152;loan_126069;126069
