nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
Ricktron Tecnologia;12 meses;C2;32,80% a.a.;R$74.000;109;loan_73752;100.0%;73752
UP FACILITIES;12 meses;D3;47,36% a.a.;R$42.000;109;loan_73736;100.0%;73736
PAPELARIA GERACAO;24 meses;D1;40,77% a.a.;R$28.000;109;loan_73479;100.0%;73479
ITEGRA;12 meses;C2;32,80% a.a.;R$106.000;109;loan_73444;100.0%;73444
ZDL Sports;12 meses;D2;43,54% a.a.;R$32.000;109;loan_73215;100.0%;73215
Clickvans - Locadora de Veículos;18 meses;C2;32,80% a.a.;R$44.000;109;loan_73204;100.0%;73204
Lecran Tek;24 meses;B6;25,22% a.a.;R$110.000;109;loan_72409;100.0%;72409
UNIAO PRESTADORA DE SERVICOS;24 meses;B6;25,22% a.a.;R$112.000;109;loan_72264;100.0%;72264
Foco Solution Provider;24 meses;C3;34,39% a.a.;R$28.000;109;loan_72199;100.0%;72199
SYSTEMCRED;15 meses;B6;25,22% a.a.;R$106.000;110;loan_72125;100.0%;72125
La Marea Pescados;15 meses;C2;32,80% a.a.;R$86.000;110;loan_71069;100.0%;71069
Dias e Guedes;12 meses;D3;47,36% a.a.;R$106.000;110;loan_71030;100.0%;71030
Sonare Engenharia;24 meses;C2;32,80% a.a.;R$22.000;110;loan_70693;100.0%;70693
Tcacont S/S;15 meses;C2;32,80% a.a.;R$104.000;110;loan_69862;100.0%;69862
CULTURA INGLESA;15 meses;C3;34,39% a.a.;R$128.000;110;loan_72732;100.0%;72732
B-IMPROVE;24 meses;B6;25,22% a.a.;R$110.000;110;loan_72626;100.0%;72626
Myl Acessórios;18 meses;C1;30,12% a.a.;R$162.000;110;loan_72518;100.0%;72518
Escritório Torres;24 meses;B6;25,22% a.a.;R$88.000;110;loan_72495;100.0%;72495
Grupo Blink's Investimentos;12 meses;D1;40,77% a.a.;R$26.000;110;loan_72441;100.0%;72441
MS CONSULTING;12 meses;C2;32,80% a.a.;R$52.000;111;loan_72408;100.0%;72408
ENW;24 meses;B5;24,22% a.a.;R$108.000;111;loan_72396;100.0%;72396
CS SERVICOS;12 meses;D1;40,77% a.a.;R$38.000;111;loan_72000;100.0%;72000
Medianeira Contabilidade;18 meses;B6;25,22% a.a.;R$38.000;111;loan_71975;100.0%;71975
RADIAL SERVICOS TERCEIRIZADOS;24 meses;C2;32,80% a.a.;R$66.000;111;loan_71626;100.0%;71626
Tom Comunicação;24 meses;B6;25,22% a.a.;R$172.000;111;loan_71567;100.0%;71567
Lupy;9 meses;D3;47,36% a.a.;R$28.000;111;loan_71253;100.0%;71253
TecWi;24 meses;B5;24,22% a.a.;R$328.000;111;loan_63902;100.0%;63902
Limpax;12 meses;C3;34,39% a.a.;R$124.000;111;loan_62470;100.0%;62470
Móveis Doripel;18 meses;B3;21,66% a.a.;R$162.000;111;loan_71893;100.0%;71893
Madesol;24 meses;C3;34,39% a.a.;R$110.000;112;loan_71753;100.0%;71753
Impacta Certificação & Treinamentos;24 meses;A3;18,40% a.a.;R$504.000;112;loan_72259;100.0%;72259
SYSPED;12 meses;C1;30,12% a.a.;R$64.000;112;loan_70263;100.0%;70263
Dcasa - Utensílios em Geral;18 meses;D1;40,77% a.a.;R$16.000;112;loan_71334;100.0%;71334
Vitoria Alimentos;12 meses;D3;47,36% a.a.;R$98.000;112;loan_70471;100.0%;70471
Toro Churrasqueiras;15 meses;D1;40,77% a.a.;R$54.000;112;loan_69733;100.0%;69733
Marmoraria Casa Bela;15 meses;D3;47,36% a.a.;R$32.000;112;loan_69727;100.0%;69727
Girafa;12 meses;B3;21,66% a.a.;R$196.000;112;loan_72173;100.0%;72173
DRC;18 meses;D2;43,54% a.a.;R$32.000;112;loan_71207;100.0%;71207
Juvenil Supermercados;18 meses;B5;24,22% a.a.;R$162.000;112;loan_69554;100.0%;69554
EDM - Montagens e Terceirização de Serviços;12 meses;D3;47,36% a.a.;R$54.000;113;loan_70964;100.0%;70964
Agroventania;12 meses;C3;34,39% a.a.;R$104.000;113;loan_68833;100.0%;68833
RCB Digital;15 meses;D3;47,36% a.a.;R$32.000;113;loan_9660;100.0%;9660
PLUS;18 meses;B6;25,22% a.a.;R$162.000;113;loan_69684;100.0%;69684
Palermo Contabilidade;24 meses;C1;30,12% a.a.;R$54.000;113;loan_71775;100.0%;71775
Potência Engenharia;12 meses;D3;47,36% a.a.;R$52.000;113;loan_71025;100.0%;71025
Oxisa - Gases Industriais, Especiais e Medicinais;24 meses;B5;24,22% a.a.;R$54.000;113;loan_70853;100.0%;70853
Squarepixel;12 meses;B6;25,22% a.a.;R$104.000;113;loan_71335;100.0%;71335
MACOB Communications;18 meses;C3;34,39% a.a.;R$44.000;113;loan_71892;100.0%;71892
Hermité - Perfumaria e Beleza;15 meses;D1;40,77% a.a.;R$54.000;113;loan_71524;100.0%;71524
Astral Grãos;12 meses;C1;30,12% a.a.;R$116.000;114;loan_71639;100.0%;71639
Box Performance;15 meses;D1;40,77% a.a.;R$26.000;114;loan_70217;100.0%;70217
Fauna Centro de Diagnóstico e Especialidades Veterinárias;24 meses;C2;32,80% a.a.;R$56.000;114;loan_66071;100.0%;66071
MCGC;24 meses;C1;30,12% a.a.;R$88.000;114;loan_67701;100.0%;67701
Colégio Árvore de Ideias;24 meses;C1;30,12% a.a.;R$110.000;114;loan_65980;100.0%;65980
Drogaria Farmais;24 meses;C1;30,12% a.a.;R$122.000;114;loan_69719;100.0%;69719
LANOLINA COMESTICOS E CIA;12 meses;D1;40,77% a.a.;R$16.000;114;loan_70428;100.0%;70428
JM2;24 meses;B6;25,22% a.a.;R$304.000;114;loan_69443;100.0%;69443
Produtos Glaziela;12 meses;B6;25,22% a.a.;R$106.000;114;loan_69469;100.0%;69469
IBIAEON;18 meses;B6;25,22% a.a.;R$106.000;114;loan_68133;100.0%;68133
Marte Eventos;9 meses;D3;47,36% a.a.;R$16.000;115;loan_69693;100.0%;69693
Mainô;24 meses;B6;25,22% a.a.;R$56.000;115;loan_68374;100.0%;68374
edo lifestyle;12 meses;D1;40,77% a.a.;R$116.000;115;loan_67030;100.0%;67030
LUZCONT CONTABILIDADE;15 meses;C3;34,39% a.a.;R$32.000;115;loan_70378;100.0%;70378
Agência Bamboo;12 meses;B6;25,22% a.a.;R$32.176;115;loan_69116;100.0%;69116
Ahgora Sistemas;24 meses;B1;19,86% a.a.;R$292.000;115;loan_70324;100.0%;70324
Clínica Especialista Estética;12 meses;D3;47,36% a.a.;R$44.000;115;loan_70114;100.0%;70114
FCON;24 meses;B6;25,22% a.a.;R$146.000;115;loan_69440;100.0%;69440
Familia Gianni;12 meses;C1;30,12% a.a.;R$106.000;115;loan_67129;100.0%;67129
Missão Engenharia e Serviços;12 meses;D2;43,54% a.a.;R$106.000;115;loan_69878;100.0%;69878
Grupo IndusPacking;24 meses;B6;25,22% a.a.;R$258.000;116;loan_69815;100.0%;69815
AUTO FÁCIL;12 meses;B6;25,22% a.a.;R$106.000;116;loan_69791;100.0%;69791
NBC Consultoria;24 meses;C3;34,39% a.a.;R$140.000;116;loan_69605;100.0%;69605
Laboratório Citologus;24 meses;D1;40,77% a.a.;R$54.000;116;loan_69498;100.0%;69498
XGB;12 meses;B6;25,22% a.a.;R$42.000;116;loan_69296;100.0%;69296
Sul Transportes;18 meses;B5;24,22% a.a.;R$120.000;116;loan_69132;100.0%;69132
JPConsulting;12 meses;C3;34,39% a.a.;R$42.000;116;loan_69008;100.0%;69008
BDS Ar Condicionado;24 meses;B5;24,22% a.a.;R$346.000;116;loan_68835;100.0%;68835
GBU;18 meses;C3;34,39% a.a.;R$28.000;116;loan_68808;100.0%;68808
Gigalink Provedor de Internet;24 meses;B3;21,66% a.a.;R$220.000;116;loan_68165;100.0%;68165
Prevtodos Saude;15 meses;B6;25,22% a.a.;R$74.000;117;loan_67941;100.0%;67941
Scanner Automation;24 meses;C3;34,39% a.a.;R$136.000;117;loan_64304;100.0%;64304
Photosant;18 meses;C1;30,12% a.a.;R$54.000;117;loan_51752;100.0%;51752
WPS - Wellness Personal Studio;24 meses;B6;25,22% a.a.;R$44.000;117;loan_69395;100.0%;69395
Spazziom;24 meses;C3;34,39% a.a.;R$34.000;117;loan_69053;100.0%;69053
IXIA Gerenciamento;24 meses;B6;25,22% a.a.;R$258.000;117;loan_68996;100.0%;68996
Hospital Veterinario Levet;24 meses;B3;21,66% a.a.;R$84.000;117;loan_68954;100.0%;68954
Carrego;10 meses;D1;40,77% a.a.;R$32.000;117;loan_68826;100.0%;68826
EAE MARKETING DIGITAL;12 meses;C3;34,39% a.a.;R$42.000;117;loan_68346;100.0%;68346
Kyriakos Logistica;12 meses;D3;47,36% a.a.;R$52.000;117;loan_68234;100.0%;68234
LMR Escolta e Licenças;24 meses;C2;32,80% a.a.;R$54.000;118;loan_68084;100.0%;68084
AUXILIUM ODONTO;18 meses;C3;34,33% a.a.;R$38.000;118;loan_67090;100.0%;67090
Orcoma Contabilidade;24 meses;C1;30,12% a.a.;R$110.000;118;loan_66784;100.0%;66784
Rio Ecoesporte;24 meses;D3;47,36% a.a.;R$26.000;118;loan_65404;100.0%;65404
Actionbr;18 meses;B4;23,24% a.a.;R$324.000;118;loan_64630;100.0%;64630
Olivo S/A - Produtos Elétricos;18 meses;A3;16,49% a.a.;R$474.000;118;loan_63604;100.0%;63604
Wiseup;12 meses;D3;47,30% a.a.;R$22.000;118;loan_58147;100.0%;58147
Bessa Produção e Distribuição de Frutas;12 meses;B6;22,71% a.a.;R$42.000;118;loan_68044;100.0%;68044
Fruta Pronta;15 meses;C2;29,54% a.a.;R$44.000;118;loan_67907;100.0%;67907
CHICO TRANSPORTES EXPRESS;15 meses;D1;38,48% a.a.;R$54.000;118;loan_66564;100.0%;66564
MINERACAO COSTA;12 meses;D2;41,75% a.a.;R$42.000;119;loan_63134;100.0%;63134
Horta na Cesta;12 meses;D1;38,48% a.a.;R$22.000;119;loan_53963;100.0%;53963
Artex Mesa & Banho;24 meses;B5;21,27% a.a.;R$132.000;119;loan_67585;100.0%;67585
Panalu Calçados;12 meses;C2;29,54% a.a.;R$22.000;119;loan_67165;100.0%;67165
LOTERICA BELVEDERE;18 meses;C2;29,54% a.a.;R$54.000;119;loan_66334;100.0%;66334
Sipvoice Telefonia IP;24 meses;D2;41,75% a.a.;R$44.000;119;loan_66054;100.0%;66054
Tazay Transportes;15 meses;C1;26,97% a.a.;R$278.000;119;loan_65811;100.0%;65811
Hiper Pet Bichos e Cia;12 meses;D3;46,44% a.a.;R$28.000;119;loan_62007;100.0%;62007
Magno Modas;12 meses;D1;38,48% a.a.;R$54.000;119;loan_60815;100.0%;60815
eSolution Tecnologia;24 meses;B5;21,27% a.a.;R$58.000;119;loan_59012;100.0%;59012
UBEC Reciclagem;24 meses;D3;46,44% a.a.;R$42.000;120;loan_56814;100.0%;56814
Taicom Metais;12 meses;D2;41,75% a.a.;R$64.000;120;loan_56020;100.0%;56020
Avant Consultoria Mineral;12 meses;D1;38,48% a.a.;R$54.000;120;loan_52566;100.0%;52566
Grupo Adapta Publicidade;12 meses;C3;33,39% a.a.;R$22.000;120;loan_46310;100.0%;46310
Moschetta Corretora de Seguros;24 meses;B6;22,71% a.a.;R$30.000;120;loan_40500;100.0%;40500
Hekima;18 meses;B2;18,72% a.a.;R$142.000;120;loan_65841;100.0%;65841
Villefer;24 meses;B6;22,71% a.a.;R$140.000;120;loan_64899;100.0%;64899
Damape;12 meses;C3;33,39% a.a.;R$108.000;120;loan_64553;100.0%;64553
TIEX;15 meses;C2;29,54% a.a.;R$160.000;120;loan_63066;100.0%;63066
Costão do Santinho Resort;24 meses;A3;16,49% a.a.;R$520.000;120;loan_63040;100.0%;63040
Fiorello Insumos;18 meses;D1;38,48% a.a.;R$44.000;121;loan_63023;100.0%;63023
Planetun;15 meses;B6;22,71% a.a.;R$182.000;121;loan_60799;100.0%;60799
Rima;24 meses;C2;29,54% a.a.;R$128.000;121;loan_60260;100.0%;60260
Elite Logística;12 meses;D2;41,75% a.a.;R$76.000;121;loan_58154;100.0%;58154
UPPERCASE;24 meses;B6;22,71% a.a.;R$52.000;121;loan_55879;100.0%;55879
GDC Móveis;12 meses;D3;46,44% a.a.;R$34.000;121;loan_55289;100.0%;55289
Kecer Corretora;18 meses;D2;41,75% a.a.;R$44.000;121;loan_51065;100.0%;51065
Ahgora Sistemas;24 meses;B1;17,88% a.a.;R$252.000;121;loan_63832;100.0%;63832
Sevilha Contabilidade;15 meses;B6;22,71% a.a.;R$214.000;121;loan_63017;100.0%;63017
Griffin Montagens Promocionais;24 meses;D1;38,48% a.a.;R$68.000;121;loan_62556;100.0%;62556
FEELJOY;18 meses;B3;19,56% a.a.;R$28.000;122;loan_62263;100.0%;62263
REDAI;18 meses;B5;21,27% a.a.;R$94.000;122;loan_62137;100.0%;62137
Gmode;10 meses;D3;46,44% a.a.;R$54.000;122;loan_61827;100.0%;61827
LDI Eletrônica Industrial;18 meses;D3;46,44% a.a.;R$44.000;122;loan_61736;100.0%;61736
Advisia Management Consulting;24 meses;B2;18,72% a.a.;R$258.000;122;loan_61279;100.0%;61279
Levvo - Franqueado McDonald's;15 meses;B4;20,13% a.a.;R$514.000;122;loan_61044;100.0%;61044
Sul Transportes;18 meses;B5;21,27% a.a.;R$146.000;122;loan_60446;100.0%;60446
Koru Perfumaria E Cosméticos;12 meses;D2;41,75% a.a.;R$24.000;122;loan_59380;100.0%;59380
Alx Consultoria;15 meses;C3;33,39% a.a.;R$96.000;122;loan_59140;100.0%;59140
Procalc;18 meses;C3;33,39% a.a.;R$214.000;122;loan_56559;100.0%;56559
PSJ;15 meses;C1;26,97% a.a.;R$108.000;123;loan_22286;100.0%;22286
Squad 360;15 meses;C3;33,39% a.a.;R$108.000;123;loan_62504;100.0%;62504
Sopetra;24 meses;B3;19,56% a.a.;R$452.000;123;loan_62487;100.0%;62487
Mharko;24 meses;D3;46,44% a.a.;R$40.000;123;loan_61572;100.0%;61572
Interação;24 meses;C1;26,97% a.a.;R$54.000;123;loan_61043;100.0%;61043
LIGHT AND JOY;15 meses;B5;21,27% a.a.;R$38.000;123;loan_60929;100.0%;60929
Run&Fun Assessoria Esportiva;24 meses;B4;20,13% a.a.;R$110.000;123;loan_60684;100.0%;60684
Terceirização Contabil;24 meses;B6;22,71% a.a.;R$80.000;123;loan_60611;100.0%;60611
Geld Group;24 meses;D1;38,48% a.a.;R$78.000;123;loan_59745;100.0%;59745
Dead Pixel;24 meses;B5;21,27% a.a.;R$100.000;123;loan_57201;100.0%;57201
Empreiteira Costa Nunes;10 meses;D3;46,44% a.a.;R$32.000;124;loan_56560;100.0%;56560
Bela Saúde Corretora de Seguros ;24 meses;C1;26,97% a.a.;R$56.000;124;loan_55442;100.0%;55442
Portal SPL;18 meses;C3;33,39% a.a.;R$54.000;124;loan_54217;100.0%;54217
Rocha Moreira;12 meses;D3;46,44% a.a.;R$98.000;124;loan_52082;100.0%;52082
SMO - Serviços Médicos Oftalmológicos;18 meses;B5;21,27% a.a.;R$216.000;124;loan_51454;100.0%;51454
D Melo Serviços de Informática Ltda ;15 meses;D2;41,75% a.a.;R$18.000;124;loan_61355;100.0%;61355
TPS IT;24 meses;C2;29,54% a.a.;R$110.000;124;loan_59844;100.0%;59844
Wizard Idiomas - Bairro Aclimação SP;15 meses;B6;22,71% a.a.;R$162.000;124;loan_59305;100.0%;59305
Prosperity;18 meses;D1;38,48% a.a.;R$88.000;124;loan_58744;100.0%;58744
Campion Gestão Visual Especializada;15 meses;C2;29,54% a.a.;R$22.000;124;loan_58666;100.0%;58666
Magia e Imaginação;12 meses;D3;46,44% a.a.;R$34.000;125;loan_58022;100.0%;58022
Qualiverde e Eficiência Energética e Serviços Ltda. - ME;12 meses;C2;29,54% a.a.;R$160.000;125;loan_57812;100.0%;57812
CEMA - Centro Educacional Maria Aparecida;12 meses;C1;26,97% a.a.;R$32.000;125;loan_57762;100.0%;57762
CR Lingerie;6 meses;D1;38,48% a.a.;R$106.000;125;loan_57276;100.0%;57276
Alimand Alimentação para Empresas;12 meses;B6;24,46% a.a.;R$156.000;191;loan_9197;100.0%;9197
Santo Traço;15 meses;C2;29,54% a.a.;R$34.000;125;loan_59910;100.0%;59910
WTP Sistemas;15 meses;D3;46,44% a.a.;R$110.000;125;loan_59600;100.0%;59600
GRUPO JRB;24 meses;B5;21,27% a.a.;R$104.000;125;loan_58992;100.0%;58992
CONTIAR;12 meses;D3;46,44% a.a.;R$86.000;125;loan_58844;100.0%;58844
A COLCHOARIA;18 meses;C1;26,97% a.a.;R$68.000;125;loan_58827;100.0%;58827
A VIDA E BELA RESIDENCIAL PREMIUM;18 meses;C1;26,97% a.a.;R$34.000;126;loan_58474;100.0%;58474
RIG PRODUÇÕES;24 meses;C1;26,97% a.a.;R$52.000;126;loan_58325;100.0%;58325
maranello alimentos;24 meses;D3;46,44% a.a.;R$100.000;126;loan_57740;100.0%;57740
IPrint Soluções em Impressões;18 meses;C3;33,39% a.a.;R$34.000;126;loan_57495;100.0%;57495
VEDUCA;18 meses;B6;22,71% a.a.;R$108.000;126;loan_57337;100.0%;57337
Semembrás Comércio de Sementes;18 meses;B6;22,71% a.a.;R$216.000;126;loan_57151;100.0%;57151
Curso Perspectiva;18 meses;D1;38,48% a.a.;R$66.000;126;loan_56802;100.0%;56802
JALES COMUNICAÇÃO;18 meses;D2;41,75% a.a.;R$56.000;126;loan_56290;100.0%;56290
Joy Eventos;24 meses;B6;22,71% a.a.;R$208.000;126;loan_55072;100.0%;55072
LYNCIS INFORMATICA;24 meses;C1;28,32% a.a.;R$72.000;126;loan_53182;100.0%;53182
KIDSTOK;24 meses;D1;38,48% a.a.;R$88.000;127;loan_52989;100.0%;52989
LOJA DA ZUANIR;18 meses;C3;33,39% a.a.;R$56.000;127;loan_52472;100.0%;52472
Gramcow;12 meses;C2;29,54% a.a.;R$160.000;127;loan_51139;100.0%;51139
M & M ODONTOLOGIA;15 meses;C3;33,39% a.a.;R$18.000;127;loan_50735;100.0%;50735
Alice Wonders;18 meses;C1;26,97% a.a.;R$86.000;127;loan_50177;100.0%;50177
NGC;12 meses;D2;41,75% a.a.;R$28.000;127;loan_47603;100.0%;47603
Labclin Centro de Patologia Clinica;12 meses;C3;33,39% a.a.;R$28.000;127;loan_46188;100.0%;46188
3JB VIGILANCIA LTDA;18 meses;D3;46,44% a.a.;R$88.000;127;loan_12127;100.0%;12127
Tecinfinity Solutions;12 meses;D3;46,44% a.a.;R$28.000;127;loan_57617;100.0%;57617
Móveis Doripel;24 meses;B2;18,72% a.a.;R$466.000;127;loan_57603;100.0%;57603
EC5 Informática;15 meses;B6;22,71% a.a.;R$128.000;128;loan_56548;100.0%;56548
Center Service Fênix;12 meses;D3;46,44% a.a.;R$28.000;128;loan_56098;100.0%;56098
DS Link - Provedor de Internet;18 meses;D1;38,48% a.a.;R$28.000;128;loan_55824;100.0%;55824
BRASIMAX;18 meses;D2;41,75% a.a.;R$28.000;128;loan_55677;100.0%;55677
Vasta Engenharia ;12 meses;D3;46,44% a.a.;R$108.000;128;loan_55660;100.0%;55660
Máxima Visão - Perícias e Vistorias;18 meses;C1;26,97% a.a.;R$56.000;128;loan_55651;100.0%;55651
CLK Serviços;15 meses;C2;29,54% a.a.;R$54.000;128;loan_55266;100.0%;55266
Geek Market;12 meses;D3;46,44% a.a.;R$18.000;128;loan_55164;100.0%;55164
Square Hair&Care - Romeu Felipe;24 meses;B6;22,71% a.a.;R$216.000;128;loan_54746;100.0%;54746
DESIGN ECHOS;24 meses;B2;18,72% a.a.;R$326.000;128;loan_50165;100.0%;50165
GCON CONTABILIDADE;18 meses;D1;38,48% a.a.;R$34.000;129;loan_42159;100.0%;42159
BANGALO DOS PASTEIS;18 meses;C2;29,54% a.a.;R$110.000;129;loan_39079;100.0%;39079
Green Laser Brasil;15 meses;C1;28,32% a.a.;R$160.000;129;loan_55819;100.0%;55819
Cereais Werlang;15 meses;A3;19,14% a.a.;R$532.000;129;loan_55580;100.0%;55580
Solar Aquece;12 meses;C3;35,28% a.a.;R$54.000;129;loan_54989;100.0%;54989
D'cor Decorações;12 meses;D3;46,44% a.a.;R$32.000;129;loan_54761;100.0%;54761
Amareti Bebidas;24 meses;B5;23,29% a.a.;R$536.000;129;loan_54671;100.0%;54671
MOCA BONITA;15 meses;D1;42,08% a.a.;R$22.000;129;loan_54583;100.0%;54583
Kepler;12 meses;C2;31,37% a.a.;R$84.000;129;loan_54527;100.0%;54527
Mastertec Automação Industrial;12 meses;D2;43,91% a.a.;R$38.000;129;loan_54391;100.0%;54391
GRUPO SAN ROMAN;24 meses;C2;31,37% a.a.;R$54.000;130;loan_53573;100.0%;53573
DELIVERY ACAI;24 meses;D3;46,44% a.a.;R$18.000;130;loan_53056;100.0%;53056
G C L CARRINHOS;24 meses;D1;42,08% a.a.;R$88.000;130;loan_52978;100.0%;52978
LOTERIA ZEBRINHA;15 meses;C3;35,28% a.a.;R$54.000;130;loan_52950;100.0%;52950
NT MAIS TELECOM;15 meses;C3;35,28% a.a.;R$54.000;130;loan_52485;100.0%;52485
JJ Chaves Contadores;24 meses;B6;24,02% a.a.;R$218.000;130;loan_51165;100.0%;51165
Móveis Trex;18 meses;C1;28,32% a.a.;R$86.000;130;loan_49653;100.0%;49653
Movex Academia ;15 meses;D3;46,44% a.a.;R$42.000;130;loan_49105;100.0%;49105
Sacolão ABC UAI;12 meses;D3;46,44% a.a.;R$32.000;130;loan_39225;100.0%;39225
REPRESENTACOES GOMES;15 meses;D2;43,91% a.a.;R$16.000;130;loan_54632;100.0%;54632
Controend ltda;12 meses;C1;28,32% a.a.;R$84.000;131;loan_54037;100.0%;54037
Area Sports;15 meses;C1;28,32% a.a.;R$54.000;131;loan_53959;100.0%;53959
Uai Parafusos;12 meses;D3;46,44% a.a.;R$52.000;131;loan_53517;100.0%;53517
Comercial Santanense;12 meses;D2;43,91% a.a.;R$32.000;131;loan_51276;100.0%;51276
DR. GAZETO PET STORE;18 meses;C2;31,37% a.a.;R$34.000;131;loan_49084;100.0%;49084
Don Hercules Pub e Barbearia;24 meses;D1;42,08% a.a.;R$28.000;131;loan_29706;100.0%;29706
Zanini Descartáveis e Doces;15 meses;D3;46,44% a.a.;R$16.000;131;loan_52830;100.0%;52830
Aplus Tecnologia;12 meses;C3;35,28% a.a.;R$106.000;131;loan_51882;100.0%;51882
Grupo Adapta Publicidade;12 meses;C3;35,28% a.a.;R$22.000;131;loan_51777;100.0%;51777
LSPRO;24 meses;B6;24,02% a.a.;R$220.000;131;loan_50658;100.0%;50658
MEGH Indústria - Ceras e Emulsões;24 meses;B3;21,99% a.a.;R$544.000;132;loan_49769;100.0%;49769
Gibbim Transformadores;12 meses;D3;46,44% a.a.;R$54.000;132;loan_47777;100.0%;47777
Padaria e Confeitaria Focaccia;15 meses;D1;42,08% a.a.;R$54.000;132;loan_42530;100.0%;42530
Alimand Alimentação para Empresas;4 meses;B6;24,46% a.a.;R$110.000;193;loan_5996;100.0%;5996
Gordinho Hot Dog;12 meses;D3;46,44% a.a.;R$44.000;132;loan_33791;100.0%;33791
TARANTINO BARBER SHOP & TATTOO;24 meses;B6;24,02% a.a.;R$34.000;132;loan_51471;100.0%;51471
Agroventania;24 meses;C2;31,37% a.a.;R$220.000;132;loan_50790;100.0%;50790
Silva e Lucena Pizzaria Ltda;18 meses;C1;28,32% a.a.;R$54.000;132;loan_45437;100.0%;45437
Digital Games PSN;12 meses;C2;31,37% a.a.;R$84.000;132;loan_41820;100.0%;41820
DG Negócios Imobiliários;24 meses;C3;35,28% a.a.;R$110.000;132;loan_33256;100.0%;33256
Levvo - Franqueado McDonald's;18 meses;B3;21,99% a.a.;R$534.000;133;loan_49803;100.0%;49803
HR Service - Consultoria SAP HCM;24 meses;C1;28,32% a.a.;R$122.000;133;loan_46322;100.0%;46322
Mãozinhas que Fazem - Recreação Infantil;21 meses;C1;28,32% a.a.;R$32.000;133;loan_46194;100.0%;46194
CI/TECH Tecnologia;18 meses;C2;31,37% a.a.;R$54.000;133;loan_45517;100.0%;45517
Papelaria Novo Horizonte;24 meses;B6;24,02% a.a.;R$66.000;133;loan_47128;100.0%;47128
UNILED Lâmpadas;12 meses;C2;31,37% a.a.;R$84.000;133;loan_46440;100.0%;46440
Laticinios Sgorla;24 meses;B6;24,02% a.a.;R$220.000;133;loan_46263;100.0%;46263
Argenta Contabilidade;12 meses;C1;28,32% a.a.;R$106.000;133;loan_45287;100.0%;45287
ITTE;24 meses;C1;28,32% a.a.;R$166.000;133;loan_43873;100.0%;43873
InovarSST Consultoria;24 meses;C1;28,32% a.a.;R$28.000;133;loan_41688;100.0%;41688
Forrech Comercio e Serviços ;12 meses;D3;46,44% a.a.;R$16.000;134;loan_41128;100.0%;41128
Global Box Locação de Armários;24 meses;B4;22,56% a.a.;R$218.000;134;loan_46488;100.0%;46488
Gráfica Expanssiva;15 meses;C2;31,37% a.a.;R$38.000;134;loan_45867;100.0%;45867
NW Cobranças;18 meses;B6;24,02% a.a.;R$214.000;134;loan_44800;100.0%;44800
A Cia - Steakhouse e Boutique de Carnes;24 meses;B4;22,56% a.a.;R$218.000;134;loan_44008;100.0%;44008
HITS FM;15 meses;C3;35,28% a.a.;R$32.000;134;loan_43857;100.0%;43857
Malteria Araribóia;24 meses;C3;35,28% a.a.;R$34.000;134;loan_43315;100.0%;43315
DATA MAILING MARKETING SERVICE SOLUTION LTDA;24 meses;B6;24,02% a.a.;R$110.000;134;loan_42814;100.0%;42814
Brasforja Peças Metálicas;24 meses;B4;22,56% a.a.;R$326.000;134;loan_41617;100.0%;41617
Alpha7 Desenvolvimento de Software;24 meses;B4;22,56% a.a.;R$220.000;134;loan_20013;100.0%;20013
Multitone - Sistemas de Comunicação Unificada;24 meses;B3;21,99% a.a.;R$110.000;135;loan_44494;100.0%;44494
O Boticario;24 meses;B6;24,02% a.a.;R$110.000;135;loan_44247;100.0%;44247
Mellão Trattoria;18 meses;C1;28,32% a.a.;R$108.000;135;loan_43954;100.0%;43954
Calçados Malu;24 meses;A3;19,14% a.a.;R$540.000;135;loan_43657;100.0%;43657
Kronos Games;8 meses;D3;46,44% a.a.;R$16.000;135;loan_42915;100.0%;42915
JD Gessos e Divisórias;10 meses;D3;46,44% a.a.;R$16.000;135;loan_41610;100.0%;41610
JUMPERS;24 meses;B5;23,29% a.a.;R$110.000;135;loan_32646;100.0%;32646
Docemel - Distribuidora de Doces;12 meses;D3;46,44% a.a.;R$86.000;135;loan_42672;100.0%;42672
CVGIL Telecom;12 meses;D3;46,44% a.a.;R$30.000;135;loan_42326;100.0%;42326
TEKNIER ENGENHARIA E TECNOLOGIA LTDA;24 meses;C3;35,28% a.a.;R$44.000;135;loan_41770;100.0%;41770
HAMMEL AGROCEREAIS LTDA;24 meses;C3;35,28% a.a.;R$160.000;136;loan_41062;100.0%;41062
CAMPOVITA TRANSPORTES;24 meses;B6;24,02% a.a.;R$220.000;136;loan_38581;100.0%;38581
Spirit - Ventiladores de Teto e Acessórios;24 meses;C1;28,32% a.a.;R$86.000;136;loan_34777;100.0%;34777
Loja Chip7 e-Commerce;12 meses;D3;46,44% a.a.;R$54.000;136;loan_35153;100.0%;35153
Negócio Tá Feito - E-commerce;12 meses;D3;46,44% a.a.;R$32.000;136;loan_42440;100.0%;42440
Ocotea do Brasil - Compre Mudas;12 meses;D3;46,44% a.a.;R$32.000;136;loan_41456;100.0%;41456
Academia Ponto Saude;18 meses;C2;31,37% a.a.;R$54.000;136;loan_41446;100.0%;41446
Fantasias do Ó;15 meses;C3;35,28% a.a.;R$38.000;136;loan_41442;100.0%;41442
